rid,sid,sentence,category,target,from,to,polarity
FF#4,FF#4:9,"The place has a nice fit-out, some attractive furnishings and, from what I could tell, a reasonable wine list (I was given the food menu when I asked for the carte des vins)",DRINKS#STYLE_OPTIONS,wine list,100,109,positive
FF#4,FF#4:9,"The place has a nice fit-out, some attractive furnishings and, from what I could tell, a reasonable wine list (I was given the food menu when I asked for the carte des vins)",SERVICE#GENERAL,NULL,0,0,negative
FF#4,FF#4:10,"At $120 for two people, however, this in no way represents value, unless you're looking to pay by the hour for passive-aggressive torture.",RESTAURANT#PRICES,NULL,0,0,negative
FF#4,FF#4:10,"At $120 for two people, however, this in no way represents value, unless you're looking to pay by the hour for passive-aggressive torture.",RESTAURANT#GENERAL,NULL,0,0,negative
FF#4,FF#4:10,"At $120 for two people, however, this in no way represents value, unless you're looking to pay by the hour for passive-aggressive torture.",SERVICE#GENERAL,NULL,0,0,negative
FF#4,FF#4:11,"On that scale, it's a world-beater.",RESTAURANT#GENERAL,NULL,0,0,negative
FF#3,FF#3:0,How is this palce still open?,RESTAURANT#GENERAL,palce,12,17,negative
FF#3,FF#3:1,I honestly don't even know where to begin.,RESTAURANT#GENERAL,NULL,0,0,negative
FF#3,FF#3:3,"We arrived and were seated immediately, which made us both happy.",SERVICE#GENERAL,NULL,0,0,positive
FF#3,FF#3:5,Everything was going good until we got our meals.,RESTAURANT#GENERAL,NULL,0,0,positive
FF#3,FF#3:5,Everything was going good until we got our meals.,FOOD#QUALITY,meals,43,48,negative
FF#3,FF#3:6,I took one look at the chicken and I was appalled.,FOOD#STYLE_OPTIONS,chicken,23,30,negative
FF#3,FF#3:7,"It was served with skin, over a bed of extremely undercooked spinach and mashed potatoes.",FOOD#STYLE_OPTIONS,NULL,0,0,negative
FF#3,FF#3:7,"It was served with skin, over a bed of extremely undercooked spinach and mashed potatoes.",FOOD#QUALITY,spinach,61,68,negative
FF#3,FF#3:9,"I took one bite from the $24 salmon, and I have never, in the 17 years I have been going to restaurants tasted salmon as fishy, as dry, and as bland as the one in Flatbush Farms.",FOOD#QUALITY,salmon,29,35,negative
FF#3,FF#3:9,"I took one bite from the $24 salmon, and I have never, in the 17 years I have been going to restaurants tasted salmon as fishy, as dry, and as bland as the one in Flatbush Farms.",FOOD#PRICES,salmon,29,35,negative
FF#3,FF#3:10,"At this point, the waitress comes over and asks us if everything was okay, I was literally so shocked that I was speechless and didn't say anything, and guess what, the waitress WALKED away.",SERVICE#GENERAL,waitress,19,27,negative
FF#3,FF#3:11,"So, I switch with my boyfriend again to see if maybe I could stomach the meat and spinach again, but the spinach was so undercooked that I just could not bite through it.",FOOD#QUALITY,spinach,105,112,negative
FF#3,FF#3:12,I couldn't even enjoy the mashed potatoes because it was hidden completely under the chicken and spinach.,FOOD#STYLE_OPTIONS,NULL,0,0,negative
FF#3,FF#3:14,So I decide to report back to the waitress because it was completely inedible.,FOOD#QUALITY,NULL,0,0,negative
FF#3,FF#3:15,"Guess what, I waited for TWENTY minutes before she came over and when she finally did, she says, ""oh well, I wish you would have said something earlier"" No apology, nothing.",SERVICE#GENERAL,NULL,0,0,negative
FF#3,FF#3:16,"After that she simply took our plates, walked away, came back another TWENTY minutes later with the bill and the chicken on it!!!!!!!!!!!!",SERVICE#GENERAL,NULL,0,0,negative
FF#3,FF#3:17,"No desert menu, no apology, nothing!!!!!!",SERVICE#GENERAL,NULL,0,0,negative
FF#3,FF#3:19,"This is where it really really gets bad: the manager said, there is absolutely nothing we can do, it's a matter of taste that she didn't like it, and I cannot comp it.",SERVICE#GENERAL,manager,45,52,negative
FF#3,FF#3:20,"Again, no apology, no is there anything else I can get you, no can I get you a drink to make up for it, nothing!!!!",SERVICE#GENERAL,NULL,0,0,negative
FF#3,FF#3:22,The level of rudeness was preposterous.,SERVICE#GENERAL,NULL,0,0,negative
FF#3,FF#3:23,"The manager came to the table and said we can do what we want, so we paid for what we did enjoy, the drinks and appetizers, and walked out.",SERVICE#GENERAL,manager,4,11,negative
FF#3,FF#3:23,"The manager came to the table and said we can do what we want, so we paid for what we did enjoy, the drinks and appetizers, and walked out.",DRINKS#QUALITY,drinks,101,107,positive
FF#3,FF#3:23,"The manager came to the table and said we can do what we want, so we paid for what we did enjoy, the drinks and appetizers, and walked out.",FOOD#QUALITY,appetizers,112,122,positive
FF#3,FF#3:24,I HAVE NEVER EVER HAD SUCH AN UNPLEASANT EXPERIENCE.,RESTAURANT#GENERAL,NULL,0,0,negative
FF#3,FF#3:25,THIS STAFF SHOULD BE FIRED.,SERVICE#GENERAL,STAFF,5,10,negative
EVPK#9,EVPK#9:0,cirspy crust margherita pizza,FOOD#QUALITY,margherita pizza,13,29,positive
EVPK#9,EVPK#9:2,it was really good pizza.,FOOD#QUALITY,pizza,19,24,positive
EVPK#9,EVPK#9:3,the crust was imazingly cooked well and pizza was fully loaded:):):),FOOD#QUALITY,crust,4,9,positive
EVPK#9,EVPK#9:3,the crust was imazingly cooked well and pizza was fully loaded:):):),FOOD#STYLE_OPTIONS,pizza,40,45,positive
EVPK#9,EVPK#9:4,you know what i mean all the positives things happening there made mw write this review.,RESTAURANT#GENERAL,NULL,0,0,positive
CLF#4,CLF#4:0,Single Worst Restaurant in Manhattan,RESTAURANT#GENERAL,Restaurant,13,23,negative
CLF#4,CLF#4:1,"I'll being with a couple of positives: cool decor, good pita and hummus, and grilled octopus that was actually pretty tasty.",AMBIENCE#GENERAL,decor,44,49,positive
CLF#4,CLF#4:1,"I'll being with a couple of positives: cool decor, good pita and hummus, and grilled octopus that was actually pretty tasty.",FOOD#QUALITY,pita,56,60,positive
CLF#4,CLF#4:1,"I'll being with a couple of positives: cool decor, good pita and hummus, and grilled octopus that was actually pretty tasty.",FOOD#QUALITY,hummus,65,71,positive
CLF#4,CLF#4:1,"I'll being with a couple of positives: cool decor, good pita and hummus, and grilled octopus that was actually pretty tasty.",FOOD#QUALITY,grilled octopus,77,92,positive
CLF#4,CLF#4:3,If I could give 0 stars I would do so for this place.,RESTAURANT#GENERAL,place,47,52,negative
CLF#4,CLF#4:5,The reason there are 4 different results on citysearch for the same place is because they keep trying to start a new thread so they can stock it with positive reviews.,RESTAURANT#MISCELLANEOUS,NULL,0,0,negative
CLF#4,CLF#4:6,Well...they can run but they can't hide.,RESTAURANT#GENERAL,NULL,0,0,negative
CLF#4,CLF#4:10,This place...god where do i begin.,RESTAURANT#GENERAL,place,5,10,negative
CLF#4,CLF#4:11,It is quite a spectacular scene i'll give them that.,AMBIENCE#GENERAL,scene,26,31,positive
CLF#4,CLF#4:12,The decor however seems to be the distraction so you won't notice that you just payed 300 bucks for some cold eggplant that took 2 FRICKIN HOURS TO COME!!!!,AMBIENCE#GENERAL,decor,4,9,neutral
CLF#4,CLF#4:12,The decor however seems to be the distraction so you won't notice that you just payed 300 bucks for some cold eggplant that took 2 FRICKIN HOURS TO COME!!!!,FOOD#QUALITY,eggplant,110,118,negative
CLF#4,CLF#4:12,The decor however seems to be the distraction so you won't notice that you just payed 300 bucks for some cold eggplant that took 2 FRICKIN HOURS TO COME!!!!,FOOD#PRICES,eggplant,110,118,negative
CLF#4,CLF#4:12,The decor however seems to be the distraction so you won't notice that you just payed 300 bucks for some cold eggplant that took 2 FRICKIN HOURS TO COME!!!!,SERVICE#GENERAL,NULL,0,0,negative
CLF#4,CLF#4:13,"How this place survives the competitive west village market in this economy, or any other for that matter, is beyond me.",RESTAURANT#GENERAL,place,9,14,negative
BHD#4,BHD#4:0,Great Hot Dogs!,FOOD#QUALITY,Hot Dogs,6,14,positive
BHD#4,BHD#4:2,"Though it's been crowded most times I've gone here, Bark always delivers on their food.",FOOD#QUALITY,food,82,86,positive
BHD#4,BHD#4:2,"Though it's been crowded most times I've gone here, Bark always delivers on their food.",RESTAURANT#MISCELLANEOUS,Bark,52,56,neutral
BHD#4,BHD#4:3,"The hot dogs are top notch, and they're Slamwich is amazing!",FOOD#QUALITY,hot dogs,4,12,positive
BHD#4,BHD#4:3,"The hot dogs are top notch, and they're Slamwich is amazing!",FOOD#QUALITY,Slamwich,40,48,positive
BHD#4,BHD#4:4,"Going to Bark is always worth the train ride, and will make your tongue and belly very happy!",RESTAURANT#GENERAL,Bark,9,13,positive
BHD#4,BHD#4:4,"Going to Bark is always worth the train ride, and will make your tongue and belly very happy!",FOOD#QUALITY,NULL,0,0,positive
BHD#4,BHD#4:5,Only complaint is the pricing--I believe it would be more reasonable to pay a dollar less on each item listed on the menu.,FOOD#PRICES,menu,117,121,negative
BHD#4,BHD#4:6,"But nonetheless--great spot, great food.",RESTAURANT#GENERAL,spot,23,27,positive
BHD#4,BHD#4:6,"But nonetheless--great spot, great food.",FOOD#QUALITY,food,35,39,positive
BFC#7,BFC#7:0,Fabulous food - if the front of house staff don't put you off – ,FOOD#QUALITY,food,9,13,positive
BFC#7,BFC#7:0,Fabulous food - if the front of house staff don't put you off – ,SERVICE#GENERAL,front of house staff,23,43,negative
BFC#7,BFC#7:2,"It's a little out of our price range for dining there except on special occasions, but we've eaten there 6 times in the last 2 years. ",RESTAURANT#PRICES,NULL,0,0,negative
BFC#7,BFC#7:3,"Each time we've been, the front of house staff (not the waiters - they're fantastic - but the people who greet and seat you) has been so hideous to us that were it not for the exceptional fish dishes I would never return. ",SERVICE#GENERAL,waiters,56,63,positive
BFC#7,BFC#7:3,"Each time we've been, the front of house staff (not the waiters - they're fantastic - but the people who greet and seat you) has been so hideous to us that were it not for the exceptional fish dishes I would never return. ",SERVICE#GENERAL,front of house staff,26,46,negative
BFC#7,BFC#7:3,"Each time we've been, the front of house staff (not the waiters - they're fantastic - but the people who greet and seat you) has been so hideous to us that were it not for the exceptional fish dishes I would never return. ",FOOD#QUALITY,fish dishes,188,199,positive
BFC#7,BFC#7:4,"As BFC doesn't take reservations you almost always have to wait by the bar - and be abused by the front of house staff until you are seated, which can be over an hour later!",RESTAURANT#MISCELLANEOUS,BFC,3,6,negative
BFC#7,BFC#7:4,"As BFC doesn't take reservations you almost always have to wait by the bar - and be abused by the front of house staff until you are seated, which can be over an hour later!",SERVICE#GENERAL,front of house staff,98,118,negative
BFC#7,BFC#7:4,"As BFC doesn't take reservations you almost always have to wait by the bar - and be abused by the front of house staff until you are seated, which can be over an hour later!",SERVICE#GENERAL,NULL,0,0,negative
BFC#7,BFC#7:5,The frizzy retro girl (with winged/ Dame Edna glasses) will yell at you if you try to order a drink. ,SERVICE#GENERAL,girl,17,21,negative
BFC#7,BFC#7:6,"I was almost amused by the fact that she was turning away customers at 9pm on a Friday night because she ""had a BBQ to go to"" that night - WTF??",SERVICE#GENERAL,NULL,0,0,negative
BFC#7,BFC#7:7,I'd be horrified if my staff were turning away customers so early and so rudely!,SERVICE#GENERAL,staff,23,28,negative
BFC#7,BFC#7:8,"There's another girl who I can't describe, she is about 5'6"" with brown hair, who eavesdrops on your conversation and chimes in - except she only hears the last part of what you said, so her uninvited opinions are often out of context and nothing to do with what you're *really* talking about. ",SERVICE#GENERAL,girl,16,20,negative
BFC#7,BFC#7:9,"I'm a friendly person, so I wouldn't mind had she not been so nasty and gotten so personal. ",SERVICE#GENERAL,NULL,0,0,negative
BFC#7,BFC#7:10,"Again, I'd be super upset if that were my employee.",SERVICE#GENERAL,NULL,0,0,negative
BFC#7,BFC#7:11,"Considering you will spend at least $60 a head, I expect better service. ",SERVICE#GENERAL,service,64,71,negative
BFC#7,BFC#7:11,"Considering you will spend at least $60 a head, I expect better service. ",RESTAURANT#PRICES,NULL,0,0,negative
BFC#7,BFC#7:12,"So, if you're walking by and thinking about dining, you might want to see who's going to be seating you first...",SERVICE#GENERAL,NULL,0,0,negative
ADLT#6,ADLT#6:0,"Maitre-D-""Eat and get out""",SERVICE#GENERAL,Maitre-D,0,8,negative
ADLT#6,ADLT#6:2,"The food and service were fine, however the maitre-D was incredibly unwelcoming and arrogant.",FOOD#QUALITY,food,4,8,positive
ADLT#6,ADLT#6:2,"The food and service were fine, however the maitre-D was incredibly unwelcoming and arrogant.",SERVICE#GENERAL,service,13,20,positive
ADLT#6,ADLT#6:2,"The food and service were fine, however the maitre-D was incredibly unwelcoming and arrogant.",SERVICE#GENERAL,maitre-D,44,52,negative
ADLT#6,ADLT#6:3,"While finishing our meals which included a high-end bottle of wine, our son's fiance joined us for a glass of wine and dessert.",DRINKS#QUALITY,bottle of wine,52,66,positive
ADLT#6,ADLT#6:4,"This guy refused to seat her and she left, followed shortly by the four of us, but not before I told him that in my 40 years of world travel, including Paris, that I had never seen such a display of bad behavior by a frontman in a restaurant.",SERVICE#GENERAL,frontman,217,225,negative
ADLT#6,ADLT#6:5,"His response was smug, arrogant, and condescending, totally consistent with his deportment on display all evening.",SERVICE#GENERAL,NULL,0,0,negative
ADLT#6,ADLT#6:6,"A word to the wise: you can't dine here and disturb the maitre-D's sense of "" table turnover"", as whacked as it is, or else.",SERVICE#GENERAL,maitre-D,56,64,negative
ADLT#6,ADLT#6:7,"If you go here, do it on his off-night.",SERVICE#GENERAL,NULL,0,0,negative
NP#9,NP#9:0,Best meal in a long time!,FOOD#QUALITY,meal,5,9,positive
NP#9,NP#9:1,Mussles and calamari were superb Saturday evening.,FOOD#QUALITY,Mussles,0,7,positive
NP#9,NP#9:1,Mussles and calamari were superb Saturday evening.,FOOD#QUALITY,calamari,12,20,positive
NP#9,NP#9:2,I had the Lamb special which was perfect.,FOOD#QUALITY,Lamb special,10,22,positive
NP#9,NP#9:3,"My father had the flank steak which was very good, and my mother had the swordfish.",FOOD#QUALITY,flank steak,18,29,positive
TFS#2,TFS#2:0,The Four Seasons restaurant is a great experience.,RESTAURANT#GENERAL,The Four Seasons restaurant,0,27,positive
TFS#2,TFS#2:1,The food is great and the environment is even better.,FOOD#QUALITY,food,4,8,positive
TFS#2,TFS#2:1,The food is great and the environment is even better.,AMBIENCE#GENERAL,environment,26,37,positive
TFS#2,TFS#2:2,Everyone must come here at least once.,RESTAURANT#GENERAL,NULL,0,0,positive
TFS#2,TFS#2:3,Highly recommend it!,RESTAURANT#GENERAL,NULL,0,0,positive
